time,packet_loss,latency,throughput,energy_consumption
0.0,0.035178745246877786,94.77849861144985,1125.2555689893095,44.67554693145572
3.6036036036036037,0.04757139451274456,129.5418479387197,1047.648996338089,54.561878511909775
7.207207207207207,0.020197100859770546,132.58047689827148,727.7251076005423,53.57501298755049
10.81081081081081,0.076317825050278,70.37379345001676,1148.2630484046913,58.0991991095607
14.414414414414415,0.005027912317335837,141.1287454049619,1101.5547847305706,41.47439830990287
18.01801801801802,0.053740405750657555,111.58322624478964,1093.123862481721,41.2685018879277
21.62162162162162,0.057683181651546234,94.84174008739667,872.60690803469,47.641774128586434
25.225225225225227,0.06132693150048714,56.412322220052786,849.0801226511023,58.20709902183303
28.82882882882883,0.054272506899045427,94.76052029481413,726.3067511366266,34.16194042083339
32.432432432432435,0.023751590557918346,94.49513888953942,1072.1928025930397,50.6490288998978
36.03603603603604,0.022321081691121826,108.4467671982147,747.883027521364,39.99009324721568
39.63963963963964,0.07323061229652797,79.77118359531092,547.9013893302961,32.42899586539039
43.24324324324324,0.025180507267029563,129.7808140293574,844.8984378773623,47.1602687394373
46.846846846846844,0.07826856561798602,104.02871455530966,823.0404353792385,37.62022070243366
50.450450450450454,0.054369536514296574,91.3648912999907,1075.541504523068,38.317096022906185
54.054054054054056,0.05691273505495124,131.33435612848325,1348.7087222207354,49.8919809138118
57.65765765765766,0.03541912311287604,93.40639139596259,431.9059787325614,41.69773654422911
61.26126126126126,0.05970410949696925,89.16824979200031,903.1147479910985,53.86292906281108
64.86486486486487,0.00892167373209204,107.17145287610361,1039.0303108552353,61.36241977329754
68.46846846846847,0.03724785087590739,93.60554714669628,967.0625384687232,51.871309428675275
72.07207207207207,0.021666199642522622,69.63272707736309,900.508582018748,50.27782718405943
75.67567567567568,0.004671555943766748,104.97897853701379,1332.9406552603202,43.828887943046475
79.27927927927928,0.038426912202523804,74.84281889336722,1063.4193778031927,68.03278208859439
82.88288288288288,0.08262996655879115,131.30673011375876,613.4192991989131,45.96550413736181
86.48648648648648,0.002397341911664186,97.80500843448712,1209.1611495925165,58.63814694075488
90.09009009009009,0.09051857511515497,105.28959883816702,1118.4123604255108,44.7525808595669
93.69369369369369,0.00992464221531818,68.35688791170529,872.2770861252839,56.85192080841479
97.2972972972973,0.051297961424231424,113.26642585167637,1093.7769609381216,41.52531423247572
100.90090090090091,0.039241936640919066,77.78058571231287,1238.127477438917,25.23681870513038
104.50450450450451,0.0020178995425277012,90.92399356519003,675.8097763009432,29.79931179039079
108.10810810810811,0.07604650734774004,96.20700763097597,853.1744911166247,36.79522772724101
111.71171171171171,0.09355049916505076,84.79232966679541,944.8024311152978,49.64481815436247
115.31531531531532,0.019760591095575732,107.55247773186122,1054.1395676379261,35.72089027057994
118.91891891891892,0.004114474154104086,89.08502250691151,568.2737956759099,51.78575543649443
122.52252252252252,0.0664310208700366,108.22758678840685,952.6572311071521,40.31719663446836
126.12612612612612,0.021657604325500013,116.01652241352953,945.3328833330936,52.64940839377816
129.72972972972974,0.0926278974879522,104.7457542807523,861.4662599646275,47.27225752849815
133.33333333333334,0.004103720540802658,129.63406613118457,1166.1801400503925,50.30448849622875
136.93693693693695,0.03999122992403112,102.61235915320648,1082.696473919508,67.92839015675227
140.54054054054055,0.05587154371654546,131.64016676571768,1091.9729922820375,37.17760793739133
144.14414414414415,0.002509742722363717,96.19280354194714,1188.1015520336875,38.72012414806698
147.74774774774775,0.024986277285017178,81.36585018998618,1049.8704741554761,36.16020884004938
151.35135135135135,0.0339336147577148,112.23209592361266,1037.4940512457126,52.18183475764395
154.95495495495496,0.06159391179156969,111.22709706324005,1420.9358939065628,42.231700905189896
158.55855855855856,0.04104556988621738,39.30585512076242,893.6805131164906,36.94341747769984
162.16216216216216,0.0649564923136319,117.67900319444198,853.7727376843079,63.26670954533654
165.76576576576576,0.0712715687490165,144.63956583295774,992.4587038247653,63.42119205773378
169.36936936936937,0.02681043984966225,81.51479449970387,821.4564677606747,52.25451623454728
172.97297297297297,0.07508848039204805,81.18119045453787,533.7309211803548,56.83170505166895
176.57657657657657,0.06776649476043144,68.4258461072657,975.8338298328084,34.40760398116907
180.18018018018017,0.011802581942630142,86.5688015712647,1211.187059352361,36.344060758993564
183.78378378378378,0.0076048777869757835,92.03995236242724,899.9642801420988,36.05830678596097
187.38738738738738,0.059795770835546394,79.59730938959575,1036.3313820977678,45.03277827563729
190.99099099099098,0.04622343766113062,83.45302711499805,1415.9781861325835,28.539391328135572
194.5945945945946,0.045032994418580496,89.28229304501893,1309.232568143733,34.71648389940985
198.1981981981982,0.004194891582301063,133.199539775911,756.074200655136,40.1105460818026
201.80180180180182,0.0771433195799116,60.0859516318928,1058.9471746617667,62.12447567758103
205.40540540540542,0.047512373695042534,104.48604656731578,1166.0178006639735,54.30319940241574
209.00900900900902,0.01676651791905457,131.24016051960768,889.7982405314949,56.87284838329743
